state,county,population
Alabama,Autauga,42496
Alabama,Baldwin,171296
Alabama,Barbour,19804
Alabama,Bibb,17790
Alabama,Blount,44383
Alabama,Bullock,7894
Alabama,Butler,15325
Alabama,Calhoun,89555
Alabama,Chambers,26481
Alabama,Cherokee,21032
Alabama,Chilton,33587
Alabama,Choctaw,10207
Alabama,Clarke,18704
Alabama,Clay,10550
Alabama,Cleburne,11582
Alabama,Coffee,39886
Alabama,Colbert,43457
Alabama,Conecuh,9672
Alabama,Coosa,8933
Alabama,Covington,29028
Alabama,Crenshaw,10742
Alabama,Cullman,64638
Alabama,Dale,37964
Alabama,Dallas,28970
Alabama,DeKalb,54064
Alabama,Elmore,63355
Alabama,Escambia,28536
Alabama,Etowah,80615
Alabama,Fayette,12935
Alabama,Franklin,23702
Alabama,Geneva,20588
Alabama,Greene,6455
Alabama,Hale,11331
Alabama,Henry,13568
Alabama,Houston,81009
Alabama,Jackson,40900
Alabama,Jefferson,508262
Alabama,Lamar,10813
Alabama,Lauderdale,74550
Alabama,Lawrence,25832
Alabama,Lee,128931
Alabama,Limestone,75110
Alabama,Lowndes,7719
Alabama,Macon,15248
Alabama,Madison,287370
Alabama,Marengo,14691
Alabama,Marion,23604
Alabama,Marshall,72114
Alabama,Mobile,316794
Alabama,Monroe,16445
Alabama,Montgomery,173227
Alabama,Morgan,91967
Alabama,Perry,7175
Alabama,Pickens,16102
Alabama,Pike,26989
Alabama,Randolph,17918
Alabama,Russell,43957
Alabama,St. Clair,68800
Alabama,Shelby,165616
Alabama,Sumter,10170
Alabama,Talladega,63253
Alabama,Tallapoosa,32068
Alabama,Tuscaloosa,165087
Alabama,Walker,49657
Alabama,Washington,12857
Alabama,Wilcox,8040
Alabama,Winston,18874
Alaska,Aleutians East Borough,2946
Alaska,Aleutians West Census Area,4691
Alaska,Anchorage Municipality,221182
Alaska,Bethel Census Area,11755
Alaska,Bristol Bay Borough,596
Alaska,Denali Borough,2242
Alaska,Dillingham Census Area,3392
Alaska,Fairbanks North Star Borough,74747
Alaska,Haines Borough,1688
Alaska,Hoonah-Angoon Census Area,1858
Alaska,Juneau City and Borough,25244
Alaska,Kenai Peninsula Borough,45585
Alaska,Ketchikan Gateway Borough,10833
Alaska,Kodiak Island Borough,10009
Alaska,Kusilvak Census Area,4936
Alaska,Lake and Peninsula Borough,860
Alaska,Matanuska-Susitna Borough,78654
Alaska,Nome Census Area,6547
Alaska,North Slope Borough,6891
Alaska,Northwest Arctic Borough,4964
Alaska,Petersburg Borough,2719
Alaska,Prince of Wales-Hyder Census Area,4884
Alaska,Sitka City and Borough,6744
Alaska,Skagway Municipality,1120
Alaska,Southeast Fairbanks Census Area,5074
Alaska,Valdez-Cordova Census Area,
Alaska,Wrangell City and Borough,1985
Alaska,Yakutat City and Borough,461
Alaska,Yukon-Koyukuk Census Area,3827
Arizona,Apache,52479
Arizona,Cochise,99283
Arizona,Coconino,113214
Arizona,Gila,43158
Arizona,Graham,28037
Arizona,Greenlee,6880
Arizona,La Paz,17661
Arizona,Maricopa,3361761
Arizona,Mohave,174992
Arizona,Navajo,81091
Arizona,Pima,822114
Arizona,Pinal,346387
Arizona,Santa Cruz,33965
Arizona,Yavapai,194812
Arizona,Yuma,158585
Arkansas,Arkansas,13695
Arkansas,Ashley,15432
Arkansas,Baxter,34407
Arkansas,Benton,201641
Arkansas,Boone,29002
Arkansas,Bradley,8189
Arkansas,Calhoun,4194
Arkansas,Carroll,21918
Arkansas,Chicot,8129
Arkansas,Clark,18101
Arkansas,Clay,11554
Arkansas,Cleburne,20303
Arkansas,Cleveland,6238
Arkansas,Columbia,18727
Arkansas,Conway,16128
Arkansas,Craighead,82119
Arkansas,Crawford,47658
Arkansas,Crittenden,35204
Arkansas,Cross,12626
Arkansas,Dallas,5598
Arkansas,Desha,8576
Arkansas,Drew,14291
Arkansas,Faulkner,95976
Arkansas,Franklin,13713
Arkansas,Fulton,9748
Arkansas,Garland,79150
Arkansas,Grant,14135
Arkansas,Greene,34166
Arkansas,Hempstead,16184
Arkansas,Hot Spring,26490
Arkansas,Howard,9813
Arkansas,Independence,28577
Arkansas,Izard,11226
Arkansas,Jackson,13536
Arkansas,Jefferson,53155
Arkansas,Johnson,20037
Arkansas,Lafayette,5449
Arkansas,Lawrence,12885
Arkansas,Lee,7327
Arkansas,Lincoln,11050
Arkansas,Little River,9600
Arkansas,Logan,16932
Arkansas,Lonoke,54401
Arkansas,Madison,12604
Arkansas,Marion,13580
Arkansas,Miller,33190
Arkansas,Mississippi,30540
Arkansas,Monroe,5436
Arkansas,Montgomery,7302
Arkansas,Nevada,6382
Arkansas,Newton,6222
Arkansas,Ouachita,18298
Arkansas,Perry,8060
Arkansas,Phillips,13495
Arkansas,Pike,8410
Arkansas,Poinsett,18079
Arkansas,Polk,15409
Arkansas,Pope,49395
Arkansas,Prairie,6464
Arkansas,Pulaski,301752
Arkansas,Randolph,13704
Arkansas,St. Francis,19999
Arkansas,Saline,92827
Arkansas,Scott,7839
Arkansas,Searcy,6343
Arkansas,Sebastian,97066
Arkansas,Sevier,12112
Arkansas,Sharp,13657
Arkansas,Stone,10100
Arkansas,Union,29679
Arkansas,Van Buren,13379
Arkansas,Washington,178734
Arkansas,White,60336
Arkansas,Woodruff,5088
Arkansas,Yell,16280
California,Alameda,1319993
California,Alpine,907
California,Amador,33061
California,Butte,178479
California,Calaveras,38210
California,Colusa,15628
California,Contra Costa,887597
California,Del Norte,21689
California,El Dorado,152434
California,Fresno,708813
California,Glenn,20569
California,Humboldt,110156
California,Imperial,128808
California,Inyo,14208
California,Kern,634299
California,Kings,110167
California,Lake,50748
California,Lassen,25663
California,Los Angeles,7862123
California,Madera,113144
California,Marin,207467
California,Mariposa,14475
California,Mendocino,68518
California,Merced,192932
California,Modoc,7110
California,Mono,11412
California,Monterey,319627
California,Napa,110017
California,Nevada,82417
California,Orange,2472630
California,Placer,304683
California,Plumas,15672
California,Riverside,1824041
California,Sacramento,1174096
California,San Benito,45703
California,San Bernardino,1591687
California,San Diego,2605720
California,San Francisco,757421
California,San Joaquin,547945
California,San Luis Obispo,232568
California,San Mateo,608854
California,Santa Barbara,345856
California,Santa Clara,1502391
California,Santa Cruz,220884
California,Shasta,140599
California,Sierra,2454
California,Siskiyou,34716
California,Solano,345913
California,Sonoma,399200
California,Stanislaus,398058
California,Sutter,71336
California,Tehama,48847
California,Trinity,10380
California,Tulare,321178
California,Tuolumne,45161
California,Ventura,651752
California,Yolo,172797
California,Yuba,56169
Colorado,Adams,374537
Colorado,Alamosa,12240
Colorado,Arapahoe,497160
Colorado,Archuleta,11210
Colorado,Baca,2824
Colorado,Bent,4816
Colorado,Boulder,262894
Colorado,Broomfield,53682
Colorado,Chaffee,16973
Colorado,Cheyenne,1392
Colorado,Clear Creek,8007
Colorado,Conejos,6027
Colorado,Costilla,3167
Colorado,Crowley,4912
Colorado,Custer,4208
Colorado,Delta,24748
Colorado,Denver,577048
Colorado,Dolores,1613
Colorado,Douglas,255197
Colorado,Eagle,43076
Colorado,Elbert,20650
Colorado,El Paso,539744
Colorado,Fremont,40179
Colorado,Garfield,44538
Colorado,Gilpin,5119
Colorado,Grand,12849
Colorado,Gunnison,14189
Colorado,Hinsdale,667
Colorado,Huerfano,5714
Colorado,Jackson,1137
Colorado,Jefferson,464781
Colorado,Kiowa,1051
Colorado,Kit Carson,5425
Colorado,Lake,6578
Colorado,La Plata,45639
Colorado,Larimer,282107
Colorado,Las Animas,11704
Colorado,Lincoln,4478
Colorado,Logan,18277
Colorado,Mesa,119989
Colorado,Mineral,724
Colorado,Moffat,9756
Colorado,Montezuma,20576
Colorado,Montrose,33266
Colorado,Morgan,21215
Colorado,Otero,13903
Colorado,Ouray,4171
Colorado,Park,15513
Colorado,Phillips,3162
Colorado,Pitkin,15028
Colorado,Prowers,8972
Colorado,Pueblo,129827
Colorado,Rio Blanco,4853
Colorado,Rio Grande,8724
Colorado,Routt,20825
Colorado,Saguache,5273
Colorado,San Juan,527
Colorado,San Miguel,6719
Colorado,Sedgwick,1697
Colorado,Summit,25623
Colorado,Teller,20687
Colorado,Washington,3799
Colorado,Weld,233155
Colorado,Yuma,7354
Connecticut,Fairfield,732162
Connecticut,Hartford,704709
Connecticut,Litchfield,148218
Connecticut,Middlesex,134000
Connecticut,New Haven,682716
Connecticut,New London,214861
Connecticut,Tolland,124772
Connecticut,Windham,93527
Delaware,Kent,137999
Delaware,New Castle,438060
Delaware,Sussex,187413
DistrictofColumbia,District of Columbia,575926
Florida,Alachua,219921
Florida,Baker,21996
Florida,Bay,142019
Florida,Bradford,22316
Florida,Brevard,485337
Florida,Broward,1531286
Florida,Calhoun,11446
Florida,Charlotte,163563
Florida,Citrus,126139
Florida,Clay,165033
Florida,Collier,314329
Florida,Columbia,55549
Florida,DeSoto,30158
Florida,Dixie,13706
Florida,Duval,734426
Florida,Escambia,250446
Florida,Flagler,93780
Florida,Franklin,10033
Florida,Gadsden,35840
Florida,Gilchrist,14335
Florida,Glades,11713
Florida,Gulf,12889
Florida,Hamilton,11648
Florida,Hardee,19950
Florida,Hendry,30355
Florida,Hernando,155637
Florida,Highlands,86894
Florida,Hillsborough,1127710
Florida,Holmes,15616
Florida,Indian River,131810
Florida,Jackson,38638
Florida,Jefferson,11961
Florida,Lafayette,6879
Florida,Lake,287831
Florida,Lee,623344
Florida,Leon,237443
Florida,Levy,32976
Florida,Liberty,6809
Florida,Madison,15159
Florida,Manatee,321892
Florida,Marion,293005
Florida,Martin,134288
Florida,Miami-Dade,2153471
Florida,Monroe,63616
Florida,Nassau,68762
Florida,Okaloosa,161416
Florida,Okeechobee,32750
Florida,Orange,1069679
Florida,Osceola,274837
Florida,Palm Beach,1199363
Florida,Pasco,430376
Florida,Pinellas,814053
Florida,Polk,549620
Florida,Putnam,58024
Florida,St. Johns,199842
Florida,St. Lucie,257246
Florida,Santa Rosa,140057
Florida,Sarasota,366872
Florida,Seminole,368603
Florida,Sumter,120516
Florida,Suwannee,34789
Florida,Taylor,17513
Florida,Union,12452
Florida,Volusia,449747
Florida,Wakulla,25983
Florida,Walton,56557
Florida,Washington,20231
Georgia,Appling,13863
Georgia,Atkinson,6088
Georgia,Bacon,8293
Georgia,Baker,2565
Georgia,Baldwin,36622
Georgia,Banks,14577
Georgia,Barrow,60161
Georgia,Bartow,80753
Georgia,Ben Hill,12693
Georgia,Berrien,14573
Georgia,Bibb,115799
Georgia,Bleckley,10340
Georgia,Brantley,14368
Georgia,Brooks,12120
Georgia,Bryan,27063
Georgia,Bulloch,62285
Georgia,Burke,16699
Georgia,Butts,19546
Georgia,Calhoun,5198
Georgia,Camden,40877
Georgia,Candler,8127
Georgia,Carroll,90496
Georgia,Catoosa,51903
Georgia,Charlton,10591
Georgia,Chatham,228103
Georgia,Chattahoochee,8277
Georgia,Chattooga,19220
Georgia,Cherokee,191752
Georgia,Clarke,105040
Georgia,Clay,2353
Georgia,Clayton,207380
Georgia,Clinch,4952
Georgia,Cobb,578326
Georgia,Coffee,32522
Georgia,Colquitt,33749
Georgia,Columbia,115154
Georgia,Cook,12834
Georgia,Coweta,110318
Georgia,Crawford,9750
Georgia,Crisp,17110
Georgia,Dade,13096
Georgia,Dawson,20233
Georgia,Decatur,20147
Georgia,DeKalb,580353
Georgia,Dodge,16723
Georgia,Dooly,11224
Georgia,Dougherty,67547
Georgia,Douglas,107470
Georgia,Early,7678
Georgia,Echols,2998
Georgia,Effingham,45723
Georgia,Elbert,14990
Georgia,Emanuel,16922
Georgia,Evans,7829
Georgia,Fannin,21557
Georgia,Fayette,87333
Georgia,Floyd,75224
Georgia,Forsyth,171714
Georgia,Franklin,17967
Georgia,Fulton,822358
Georgia,Gilmer,25057
Georgia,Glascock,2323
Georgia,Glynn,66479
Georgia,Gordon,43704
Georgia,Grady,18613
Georgia,Greene,14492
Georgia,Gwinnett,676607
Georgia,Habersham,35020
Georgia,Hall,150566
Georgia,Hancock,7575
Georgia,Haralson,22549
Georgia,Harris,27254
Georgia,Hart,20632
Georgia,Heard,9102
Georgia,Henry,170916
Georgia,Houston,115659
Georgia,Irwin,7384
Georgia,Jackson,52615
Georgia,Jasper,10752
Georgia,Jeff Davis,11085
Georgia,Jefferson,11838
Georgia,Jenkins,6920
Georgia,Johnson,7875
Georgia,Jones,22008
Georgia,Lamar,14898
Georgia,Lanier,8177
Georgia,Laurens,35721
Georgia,Lee,21898
Georgia,Liberty,44638
Georgia,Lincoln,6409
Georgia,Long,13866
Georgia,Lowndes,88488
Georgia,Lumpkin,27078
Georgia,McDuffie,16081
Georgia,McIntosh,11901
Georgia,Macon,10626
Georgia,Madison,22819
Georgia,Marion,6535
Georgia,Meriwether,16576
Georgia,Miller,4405
Georgia,Mitchell,17206
Georgia,Monroe,21646
Georgia,Montgomery,7223
Georgia,Morgan,14584
Georgia,Murray,29966
Georgia,Muscogee,147060
Georgia,Newton,81160
Georgia,Oconee,28807
Georgia,Oglethorpe,11728
Georgia,Paulding,121281
Georgia,Peach,21795
Georgia,Pickens,25617
Georgia,Pierce,14529
Georgia,Pike,14237
Georgia,Polk,31475
Georgia,Pulaski,9217
Georgia,Putnam,17510
Georgia,Quitman,1994
Georgia,Rabun,14187
Georgia,Randolph,5077
Georgia,Richmond,155959
Georgia,Rockdale,67933
Georgia,Schley,4028
Georgia,Screven,11041
Georgia,Seminole,6506
Georgia,Spalding,50466
Georgia,Stephens,20324
Georgia,Stewart,5702
Georgia,Sumter,22990
Georgia,Talbot,5202
Georgia,Taliaferro,1368
Georgia,Tattnall,20193
Georgia,Taylor,6490
Georgia,Telfair,13265
Georgia,Terrell,6653
Georgia,Thomas,33953
Georgia,Tift,30554
Georgia,Toombs,19869
Georgia,Towns,10366
Georgia,Treutlen,5173
Georgia,Troup,52872
Georgia,Turner,5989
Georgia,Twiggs,6610
Georgia,Union,20173
Georgia,Upson,20406
Georgia,Walker,54303
Georgia,Walton,70355
Georgia,Ware,27131
Georgia,Warren,4179
Georgia,Washington,15961
Georgia,Wayne,22627
Georgia,Webster,2011
Georgia,Wheeler,6571
Georgia,White,24404
Georgia,Whitfield,77122
Georgia,Wilcox,7077
Georgia,Wilkes,7730
Georgia,Wilkinson,6915
Georgia,Worth,15828
Hawaii,Hawaii,158094
Hawaii,Honolulu,772634
Hawaii,Kalawao,435
Hawaii,Kauai,56306
Hawaii,Maui,130358
Idaho,Ada,358787
Idaho,Adams,3514
Idaho,Bannock,64117
Idaho,Bear Lake,4450
Idaho,Benewah,7140
Idaho,Bingham,32044
Idaho,Blaine,17818
Idaho,Boise,6422
Idaho,Bonner,35874
Idaho,Bonneville,81013
Idaho,Boundary,9318
Idaho,Butte,2044
Idaho,Camas,828
Idaho,Canyon,160470
Idaho,Caribou,5032
Idaho,Cassia,16277
Idaho,Clark,657
Idaho,Clearwater,7312
Idaho,Custer,3433
Idaho,Elmore,20248
Idaho,Franklin,9341
Idaho,Fremont,9764
Idaho,Gem,13691
Idaho,Gooding,11116
Idaho,Idaho,13306
Idaho,Jefferson,19456
Idaho,Jerome,16697
Idaho,Kootenai,124756
Idaho,Latah,32666
Idaho,Lemhi,6507
Idaho,Lewis,2988
Idaho,Lincoln,3776
Idaho,Madison,29025
Idaho,Minidoka,14848
Idaho,Nez Perce,31882
Idaho,Oneida,3170
Idaho,Owyhee,8694
Idaho,Payette,17492
Idaho,Power,5273
Idaho,Shoshone,10138
Idaho,Teton,8885
Idaho,Twin Falls,62489
Idaho,Valley,9208
Idaho,Washington,7803
Illinois,Adams,50793
Illinois,Alexander,4652
Illinois,Bond,13368
Illinois,Boone,40115
Illinois,Brown,5416
Illinois,Bureau,25838
Illinois,Calhoun,3798
Illinois,Carroll,11677
Illinois,Cass,9316
Illinois,Champaign,170372
Illinois,Christian,26155
Illinois,Clark,12093
Illinois,Clay,10201
Illinois,Clinton,29609
Illinois,Coles,41892
Illinois,Cook,4040892
Illinois,Crawford,15205
Illinois,Cumberland,8357
Illinois,DeKalb,82124
Illinois,De Witt,12286
Illinois,Douglas,14694
Illinois,DuPage,715768
Illinois,Edgar,13851
Illinois,Edwards,4957
Illinois,Effingham,26107
Illinois,Fayette,16991
Illinois,Ford,10180
Illinois,Franklin,30154
Illinois,Fulton,27839
Illinois,Gallatin,3937
Illinois,Greene,10265
Illinois,Grundy,37980
Illinois,Hamilton,6389
Illinois,Hancock,14084
Illinois,Hardin,3339
Illinois,Henderson,5502
Illinois,Henry,38110
Illinois,Iroquois,21483
Illinois,Jackson,46887
Illinois,Jasper,7380
Illinois,Jefferson,29393
Illinois,Jersey,17362
Illinois,Jo Daviess,17364
Illinois,Johnson,10138
Illinois,Kane,396103
Illinois,Kankakee,84828
Illinois,Kendall,91229
Illinois,Knox,40122
Illinois,Lake,530472
Illinois,LaSalle,85611
Illinois,Lawrence,12845
Illinois,Lee,27479
Illinois,Livingston,28029
Illinois,Logan,23291
Illinois,McDonough,24963
Illinois,McHenry,235064
Illinois,McLean,135113
Illinois,Macon,81369
Illinois,Macoupin,35643
Illinois,Madison,206666
Illinois,Marion,28878
Illinois,Marshall,9190
Illinois,Mason,10705
Illinois,Massac,10954
Illinois,Menard,9519
Illinois,Mercer,12179
Illinois,Monroe,26781
Illinois,Montgomery,22862
Illinois,Morgan,27526
Illinois,Moultrie,10870
Illinois,Ogle,39344
Illinois,Peoria,138046
Illinois,Perry,17032
Illinois,Piatt,12743
Illinois,Pike,12082
Illinois,Pope,3563
Illinois,Pulaski,4258
Illinois,Putnam,4591
Illinois,Randolph,25848
Illinois,Richland,12062
Illinois,Rock Island,110967
Illinois,St. Clair,199862
Illinois,Saline,18609
Illinois,Sangamon,152335
Illinois,Schuyler,5713
Illinois,Scott,3921
Illinois,Shelby,16969
Illinois,Stark,4239
Illinois,Stephenson,35083
Illinois,Tazewell,102492
Illinois,Union,13252
Illinois,Vermilion,58601
Illinois,Wabash,8900
Illinois,Warren,13281
Illinois,Washington,10997
Illinois,Wayne,12626
Illinois,White,10789
Illinois,Whiteside,43334
Illinois,Will,517905
Illinois,Williamson,52339
Illinois,Winnebago,217144
Illinois,Woodford,29200
Indiana,Adams,24368
Indiana,Allen,279038
Indiana,Bartholomew,63343
Indiana,Benton,6522
Indiana,Blackford,9308
Indiana,Boone,49257
Indiana,Brown,12425
Indiana,Carroll,15662
Indiana,Cass,29030
Indiana,Clark,90964
Indiana,Clay,20134
Indiana,Clinton,23747
Indiana,Crawford,8222
Indiana,Daviess,23519
Indiana,Dearborn,38442
Indiana,Decatur,20208
Indiana,DeKalb,32720
Indiana,Delaware,93557
Indiana,Dubois,32171
Indiana,Elkhart,148573
Indiana,Fayette,17989
Indiana,Floyd,60285
Indiana,Fountain,12850
Indiana,Franklin,17358
Indiana,Fulton,15304
Indiana,Gibson,25683
Indiana,Grant,52281
Indiana,Greene,25192
Indiana,Hamilton,241445
Indiana,Hancock,58715
Indiana,Harrison,31173
Indiana,Hendricks,125080
Indiana,Henry,38195
Indiana,Howard,63737
Indiana,Huntington,28536
Indiana,Jackson,33395
Indiana,Jasper,25686
Indiana,Jay,15513
Indiana,Jefferson,25585
Indiana,Jennings,21187
Indiana,Johnson,117506
Indiana,Knox,28951
Indiana,Kosciusko,60205
Indiana,LaGrange,26643
Indiana,Lake,371697
Indiana,LaPorte,86360
Indiana,Lawrence,35644
Indiana,Madison,101448
Indiana,Marion,721072
Indiana,Marshall,34649
Indiana,Martin,7912
Indiana,Miami,28121
Indiana,Monroe,124126
Indiana,Montgomery,29712
Indiana,Morgan,54294
Indiana,Newton,10981
Indiana,Noble,35867
Indiana,Ohio,4761
Indiana,Orange,15106
Indiana,Owen,16499
Indiana,Parke,13156
Indiana,Perry,15067
Indiana,Pike,9675
Indiana,Porter,132112
Indiana,Posey,19852
Indiana,Pulaski,9725
Indiana,Putnam,30207
Indiana,Randolph,19065
Indiana,Ripley,21680
Indiana,Rush,12937
Indiana,St. Joseph,207015
Indiana,Scott,18536
Indiana,Shelby,34381
Indiana,Spencer,15936
Indiana,Starke,17561
Indiana,Steuben,27534
Indiana,Sullivan,16630
Indiana,Switzerland,8071
Indiana,Tippecanoe,153693
Indiana,Tipton,11978
Indiana,Union,5646
Indiana,Vanderburgh,142300
Indiana,Vermillion,12103
Indiana,Vigo,85415
Indiana,Wabash,24757
Indiana,Warren,6451
Indiana,Warrick,47668
Indiana,Washington,21543
Indiana,Wayne,51560
Indiana,Wells,21055
Indiana,White,18527
Indiana,Whitley,26091
Iowa,Adair,5541
Iowa,Adams,2886
Iowa,Allamakee,10579
Iowa,Appanoose,9679
Iowa,Audubon,4380
Iowa,Benton,19587
Iowa,Black Hawk,103251
Iowa,Boone,20716
Iowa,Bremer,19421
Iowa,Buchanan,15516
Iowa,Buena Vista,14790
Iowa,Butler,11233
Iowa,Calhoun,7598
Iowa,Carroll,15429
Iowa,Cass,10138
Iowa,Cedar,14360
Iowa,Cerro Gordo,33836
Iowa,Cherokee,8843
Iowa,Chickasaw,9199
Iowa,Clarke,7057
Iowa,Clay,12509
Iowa,Clayton,13819
Iowa,Clinton,36197
Iowa,Crawford,12795
Iowa,Dallas,65445
Iowa,Davis,6347
Iowa,Decatur,6196
Iowa,Delaware,13049
Iowa,Des Moines,30341
Iowa,Dickinson,13983
Iowa,Dubuque,75027
Iowa,Emmet,7397
Iowa,Fayette,15433
Iowa,Floyd,12172
Iowa,Franklin,7754
Iowa,Fremont,5424
Iowa,Greene,6940
Iowa,Grundy,9447
Iowa,Guthrie,8280
Iowa,Hamilton,11541
Iowa,Hancock,8394
Iowa,Hardin,13321
Iowa,Harrison,10863
Iowa,Henry,15579
Iowa,Howard,6907
Iowa,Humboldt,7271
Iowa,Ida,5206
