state,county,population
Tennessee,Bledsoe,12695
Tennessee,Blount,105091
Tennessee,Bradley,83555
Tennessee,Campbell,31651
Tennessee,Cannon,11304
Tennessee,Carroll,21853
Tennessee,Carter,46102
Tennessee,Cheatham,31625
Tennessee,Chester,13456
Tennessee,Claiborne,25861
Tennessee,Clay,6064
Tennessee,Cocke,28494
Tennessee,Coffee,42613
Tennessee,Crockett,10916
Tennessee,Cumberland,49533
Tennessee,Davidson,546693
Tennessee,Decatur,9231
Tennessee,DeKalb,15725
Tennessee,Dickson,41010
Tennessee,Dyer,28362
Tennessee,Fayette,32870
Tennessee,Fentress,14563
Tennessee,Franklin,33585
Tennessee,Gibson,37302
Tennessee,Giles,23294
Tennessee,Grainger,18647
Tennessee,Greene,55678
Tennessee,Grundy,10440
Tennessee,Hamblen,49519
Tennessee,Hamilton,288817
Tennessee,Hancock,5168
Tennessee,Hardeman,20500
Tennessee,Hardin,20470
Tennessee,Hawkins,45480
Tennessee,Haywood,13475
Tennessee,Henderson,21597
Tennessee,Henry,25628
Tennessee,Hickman,19771
Tennessee,Houston,6420
Tennessee,Humphreys,14524
Tennessee,Jackson,9627
Tennessee,Jefferson,43567
Tennessee,Johnson,14749
Tennessee,Knox,368116
Tennessee,Lake,6229
Tennessee,Lauderdale,19846
Tennessee,Lawrence,32847
Tennessee,Lewis,9537
Tennessee,Lincoln,26533
Tennessee,Loudon,42862
Tennessee,McMinn,42151
Tennessee,McNairy,20218
Tennessee,Macon,18162
Tennessee,Madison,75901
Tennessee,Marion,22628
Tennessee,Marshall,25857
Tennessee,Maury,72605
Tennessee,Meigs,9755
Tennessee,Monroe,36497
Tennessee,Montgomery,150053
Tennessee,Moore,5160
Tennessee,Morgan,17392
Tennessee,Obion,23732
Tennessee,Overton,17408
Tennessee,Perry,6166
Tennessee,Pickett,4119
Tennessee,Polk,13623
Tennessee,Putnam,62143
Tennessee,Rhea,25466
Tennessee,Roane,43356
Tennessee,Robertson,54000
Tennessee,Rutherford,244262
Tennessee,Scott,16792
Tennessee,Sequatchie,12051
Tennessee,Sevier,77798
Tennessee,Shelby,702439
Tennessee,Smith,15424
Tennessee,Stewart,10673
Tennessee,Sullivan,127245
Tennessee,Sumner,143486
Tennessee,Tipton,46548
Tennessee,Trousdale,8917
Tennessee,Unicoi,14886
Tennessee,Union,15402
Tennessee,Van Buren,4700
Tennessee,Warren,31311
Tennessee,Washington,104236
Tennessee,Wayne,13745
Tennessee,Weakley,26949
Tennessee,White,21143
Tennessee,Williamson,169365
Tennessee,Wilson,107393
Texas,Anderson,46812
Texas,Andrews,12635
Texas,Angelina,64922
Texas,Aransas,19354
Texas,Archer,6842
Texas,Armstrong,1494
Texas,Atascosa,36606
Texas,Austin,22758
Texas,Bailey,4949
Texas,Bandera,18965
Texas,Bastrop,64706
Texas,Baylor,2764
Texas,Bee,25672
Texas,Bell,257246
Texas,Bexar,1473589
Texas,Blanco,9654
Texas,Borden,440
Texas,Bosque,14536
Texas,Bowie,71471
Texas,Brazoria,271173
Texas,Brazos,179732
Texas,Brewster,7456
Texas,Briscoe,1123
Texas,Brooks,5438
Texas,Brown,29578
Texas,Burleson,14235
Texas,Burnet,37560
Texas,Caldwell,32611
Texas,Calhoun,16261
Texas,Callahan,10897
Texas,Cameron,293717
Texas,Camp,9540
Texas,Carson,4569
Texas,Cass,23284
Texas,Castro,5371
Texas,Chambers,30556
Texas,Cherokee,39095
Texas,Childress,5871
Texas,Clay,8339
Texas,Cochran,2095
Texas,Coke,2592
Texas,Coleman,6485
Texas,Collin,744736
Texas,Collingsworth,2192
Texas,Colorado,16327
Texas,Comal,115320
Texas,Comanche,10562
Texas,Concho,2489
Texas,Cooke,30794
Texas,Coryell,58358
Texas,Cottle,1162
Texas,Crane,3256
Texas,Crockett,2601
Texas,Crosby,4254
Texas,Culberson,1592
Texas,Dallam,4914
Texas,Dallas,1936816
Texas,Dawson,9529
Texas,Deaf Smith,12819
Texas,Delta,4057
Texas,Denton,649198
Texas,DeWitt,15655
Texas,Dickens,1729
Texas,Dimmit,7320
Texas,Donley,2650
Texas,Duval,8322
Texas,Eastland,14420
Texas,Ector,112956
Texas,Edwards,1530
Texas,Ellis,131651
Texas,El Paso,609400
Texas,Erath,33475
Texas,Falls,13611
Texas,Fannin,27627
Texas,Fayette,20130
Texas,Fisher,3006
Texas,Floyd,4228
Texas,Foard,992
Texas,Fort Bend,573586
Texas,Franklin,8198
Texas,Freestone,15268
Texas,Frio,15323
Texas,Gaines,13538
Texas,Galveston,255674
Texas,Garza,5194
Texas,Gillespie,21340
Texas,Glasscock,1168
Texas,Goliad,5972
Texas,Gonzales,15207
Texas,Gray,16459
Texas,Grayson,101835
Texas,Gregg,91756
Texas,Grimes,22107
Texas,Guadalupe,122176
Texas,Hale,24375
Texas,Hall,2342
Texas,Hamilton,6674
Texas,Hansford,3824
Texas,Hardeman,3168
Texas,Hardin,43230
Texas,Harris,3431658
Texas,Harrison,49789
Texas,Hartley,4388
Texas,Haskell,4655
Texas,Hays,171513
Texas,Hemphill,2768
Texas,Henderson,64478
Texas,Hidalgo,580139
Texas,Hill,27713
Texas,Hockley,16962
Texas,Hood,47411
Texas,Hopkins,27680
Texas,Houston,18466
Texas,Howard,28244
Texas,Hudspeth,3572
Texas,Hunt,73265
Texas,Hutchinson,15802
Texas,Irion,1202
Texas,Jack,7034
Texas,Jackson,11042
Texas,Jasper,27085
Texas,Jeff Davis,1917
Texas,Jefferson,192202
Texas,Jim Hogg,3393
Texas,Jim Wells,29409
Texas,Johnson,126911
Texas,Jones,16396
Texas,Karnes,12177
Texas,Kaufman,93649
Texas,Kendall,34856
Texas,Kenedy,270
Texas,Kent,497
Texas,Kerr,42186
Texas,Kimble,3582
Texas,King,227
Texas,Kinney,3212
Texas,Kleberg,23230
Texas,Knox,2741
Texas,Lamar,37872
Texas,Lamb,9415
Texas,Lampasas,16701
Texas,La Salle,5978
Texas,Lavaca,15331
Texas,Lee,13405
Texas,Leon,13412
Texas,Liberty,63276
Texas,Limestone,18129
Texas,Lipscomb,2356
Texas,Live Oak,9739
Texas,Llano,18255
Texas,Loving,91
Texas,Lubbock,234865
Texas,Lynn,4312
Texas,McCulloch,6215
Texas,McLennan,191573
Texas,McMullen,509
Texas,Madison,11251
Texas,Marion,8174
Texas,Martin,3869
Texas,Mason,3232
Texas,Matagorda,27257
Texas,Maverick,39950
Texas,Medina,39153
Texas,Menard,1730
Texas,Midland,122253
Texas,Milam,18807
Texas,Mills,4003
Texas,Mitchell,6556
Texas,Montague,15222
Texas,Montgomery,434924
Texas,Moore,14418
Texas,Morris,9504
Texas,Motley,1075
Texas,Nacogdoches,50013
Texas,Navarro,36367
Texas,Newton,11045
Texas,Nolan,11048
Texas,Nueces,273158
Texas,Ochiltree,6802
Texas,Oldham,1339
Texas,Orange,62900
Texas,Palo Pinto,22095
Texas,Panola,17796
Texas,Parker,104249
Texas,Parmer,6876
Texas,Pecos,11848
Texas,Polk,40027
Texas,Potter,85926
Texas,Presidio,4996
Texas,Rains,9696
Texas,Randall,103334
Texas,Reagan,2626
Texas,Real,2655
Texas,Red River,9707
Texas,Reeves,12070
Texas,Refugio,5386
Texas,Roberts,600
Texas,Robertson,13041
Texas,Rockwall,73865
Texas,Runnels,7821
Texas,Rusk,41971
Texas,Sabine,8536
Texas,San Augustine,6635
Texas,San Jacinto,22378
Texas,San Patricio,48968
Texas,San Saba,4815
Texas,Schleicher,2153
Texas,Scurry,12733
Texas,Shackelford,2522
Texas,Shelby,18655
Texas,Sherman,2343
Texas,Smith,173774
Texas,Somervell,6959
Texas,Starr,42958
Texas,Stephens,7247
Texas,Sterling,884
Texas,Stonewall,1030
Texas,Sutton,2741
Texas,Swisher,5563
Texas,Tarrant,1531028
Texas,Taylor,103487
Texas,Terrell,786
Texas,Terry,8997
Texas,Throckmorton,1195
Texas,Titus,23220
Texas,Tom Green,90453
Texas,Travis,980241
Texas,Trinity,11738
Texas,Tyler,17387
Texas,Upshur,31484
Texas,Upton,2591
Texas,Uvalde,19717
Texas,Val Verde,35133
Texas,Van Zandt,43030
Texas,Victoria,68691
Texas,Walker,61615
Texas,Waller,40713
Texas,Ward,8398
Texas,Washington,27662
Texas,Webb,184470
Texas,Wharton,30801
Texas,Wheeler,3866
Texas,Wichita,102368
Texas,Wilbarger,9877
Texas,Willacy,16323
Texas,Williamson,424492
Texas,Wilson,38041
Texas,Winkler,5517
Texas,Wise,51130
Texas,Wood,36405
Texas,Yoakum,5775
Texas,Young,13607
Texas,Zapata,9487
Texas,Zavala,8466
Utah,Beaver,4453
Utah,Box Elder,37629
Utah,Cache,88110
Utah,Carbon,15052
Utah,Daggett,440
Utah,Davis,238282
Utah,Duchesne,13219
Utah,Emery,7143
Utah,Garfield,3818
Utah,Grand,7703
Utah,Iron,37957
Utah,Juab,7640
Utah,Kane,5970
Utah,Millard,8923
Utah,Morgan,7712
Utah,Piute,1478
Utah,Rich,1642
Utah,Salt Lake,835644
Utah,San Juan,10668
Utah,Sanpete,22698
Utah,Sevier,15191
Utah,Summit,31526
Utah,Tooele,47012
Utah,Uintah,23961
Utah,Utah,414390
Utah,Wasatch,22680
Utah,Washington,127304
Utah,Wayne,1994
Utah,Weber,183431
Vermont,Addison,30786
Vermont,Bennington,28926
Vermont,Caledonia,24236
Vermont,Chittenden,134360
Vermont,Essex,5112
Vermont,Franklin,38327
Vermont,Grand Isle,5857
Vermont,Lamoille,20201
Vermont,Orange,23560
Vermont,Orleans,21562
Vermont,Rutland,48176
Vermont,Washington,47410
Vermont,Windham,34998
Vermont,Windsor,45197
Virginia,Accomack,25796
Virginia,Albemarle,86956
Virginia,Alleghany,12175
Virginia,Amelia,10213
Virginia,Amherst,25569
Virginia,Appomattox,12444
Virginia,Arlington,193964
Virginia,Augusta,61254
Virginia,Bath,3618
Virginia,Bedford,63205
Virginia,Bland,5309
Virginia,Botetourt,26980
Virginia,Brunswick,13734
Virginia,Buchanan,17727
Virginia,Buckingham,13920
Virginia,Campbell,44328
Virginia,Caroline,23500
Virginia,Carroll,24462
Virginia,Charles City,5912
Virginia,Charlotte,9312
Virginia,Chesterfield,265513
Virginia,Clarke,11665
Virginia,Craig,4202
Virginia,Culpeper,39256
Virginia,Cumberland,7920
Virginia,Dickenson,11730
Virginia,Dinwiddie,22722
Virginia,Essex,8924
Virginia,Fairfax,879212
Virginia,Fauquier,53996
Virginia,Floyd,12756
Virginia,Fluvanna,21485
Virginia,Franklin,45575
Virginia,Frederick,67871
Virginia,Giles,13328
Virginia,Gloucester,29938
Virginia,Goochland,19309
Virginia,Grayson,13039
Virginia,Greene,15032
Virginia,Greensville,9644
Virginia,Halifax,27299
Virginia,Hanover,83145
Virginia,Henrico,254963
Virginia,Henry,41079
Virginia,Highland,1893
Virginia,Isle of Wight,29304
Virginia,James City,61004
Virginia,King and Queen,5682
Virginia,King George,20006
Virginia,King William,13163
Virginia,Lancaster,9008
Virginia,Lee,19391
Virginia,Loudoun,291222
Virginia,Louisa,29236
Virginia,Lunenburg,9863
Virginia,Madison,10466
Virginia,Mathews,7441
Virginia,Mecklenburg,25002
Virginia,Middlesex,8932
Virginia,Montgomery,83274
Virginia,Nelson,12203
Virginia,New Kent,17907
Virginia,Northampton,9504
Virginia,Northumberland,10373
Virginia,Nottoway,12392
Virginia,Orange,28841
Virginia,Page,19091
Virginia,Patrick,14562
Virginia,Pittsylvania,49422
Virginia,Powhatan,23930
Virginia,Prince Edward,19360
Virginia,Prince George,29868
Virginia,Prince William,340536
Virginia,Pulaski,28054
Virginia,Rappahannock,5979
Virginia,Richmond,7423
Virginia,Roanoke,75151
Virginia,Rockbridge,18630
Virginia,Rockingham,63149
Virginia,Russell,21756
Virginia,Scott,17775
Virginia,Shenandoah,34263
Virginia,Smyth,24648
Virginia,Southampton,14357
Virginia,Spotsylvania,101240
Virginia,Stafford,111102
Virginia,Surry,5313
Virginia,Sussex,9477
Virginia,Tazewell,33209
Virginia,Warren,31187
Virginia,Washington,44249
Virginia,Westmoreland,14505
Virginia,Wise,30762
Virginia,Wythe,23053
Virginia,York,52213
Virginia,Alexandria city,129258
Virginia,Bristol city,13503
Virginia,Buena Vista city,5139
Virginia,Charlottesville city,39896
Virginia,Chesapeake city,183764
Virginia,Colonial Heights city,13348
Virginia,Covington city,4407
Virginia,Danville city,31769
Virginia,Emporia city,3754
Virginia,Fairfax city,18256
Virginia,Falls Church city,10808
Virginia,Franklin city,6006
Virginia,Fredericksburg city,23012
Virginia,Galax city,4763
Virginia,Hampton city,106625
Virginia,Harrisonburg city,44800
Virginia,Hopewell city,16723
Virginia,Lexington city,6624
Virginia,Lynchburg city,65605
Virginia,Manassas city,30098
Virginia,Manassas Park city,13007
Virginia,Martinsville city,9583
Virginia,Newport News city,137914
Virginia,Norfolk city,196389
Virginia,Norton city,3335
Virginia,Petersburg city,24325
Virginia,Poquoson city,9524
Virginia,Portsmouth city,72801
Virginia,Radford city,15842
Virginia,Richmond city,189380
Virginia,Roanoke city,77134
Virginia,Salem city,20576
Virginia,Staunton city,19977
Virginia,Suffolk city,69358
Virginia,Virginia Beach city,350986
Virginia,Waynesboro city,17193
Virginia,Williamsburg city,13373
Virginia,Winchester city,21554
Washington,Adams,12759
Washington,Asotin,18017
Washington,Benton,147327
Washington,Chelan,58649
Washington,Clallam,63512
Washington,Clark,366590
Washington,Columbia,3333
Washington,Cowlitz,83724
Washington,Douglas,31556
Washington,Ferry,6403
Washington,Franklin,63251
Washington,Garfield,1806
Washington,Grant,68128
Washington,Grays Harbor,58812
Washington,Island,68912
Washington,Jefferson,27997
Washington,King,1775822
Washington,Kitsap,214142
Washington,Kittitas,39127
Washington,Klickitat,17805
Washington,Lewis,62306
Washington,Lincoln,8446
Washington,Mason,52713
Washington,Okanogan,32403
Washington,Pacific,18638
Washington,Pend Oreille,11011
Washington,Pierce,683286
Washington,San Juan,14749
Washington,Skagit,99700
Washington,Skamania,9683
Washington,Snohomish,628055
Washington,Spokane,400093
Washington,Stevens,35573
Washington,Thurston,223715
Washington,Wahkiakum,3564
Washington,Walla Walla,47954
Washington,Whatcom,181042
Washington,Whitman,42161
Washington,Yakima,176232
WestVirginia,Barbour,13296
WestVirginia,Berkeley,90174
WestVirginia,Boone,17223
WestVirginia,Braxton,11252
WestVirginia,Brooke,18271
WestVirginia,Cabell,74861
WestVirginia,Calhoun,5850
WestVirginia,Clay,6675
WestVirginia,Doddridge,7169
WestVirginia,Fayette,34206
WestVirginia,Gilmer,6776
WestVirginia,Grant,9431
WestVirginia,Greenbrier,28124
WestVirginia,Hampshire,18907
WestVirginia,Hancock,23589
WestVirginia,Hardy,10955
WestVirginia,Harrison,53143
WestVirginia,Jackson,22535
WestVirginia,Jefferson,44283
WestVirginia,Kanawha,144809
WestVirginia,Lewis,12582
WestVirginia,Lincoln,15984
WestVirginia,Logan,25867
WestVirginia,McDowell,14369
WestVirginia,Marion,44998
WestVirginia,Marshall,24891
WestVirginia,Mason,21187
WestVirginia,Mercer,47206
WestVirginia,Mineral,21656
WestVirginia,Mingo,18511
WestVirginia,Monongalia,88911
WestVirginia,Monroe,10668
WestVirginia,Morgan,14631
WestVirginia,Nicholas,19771
WestVirginia,Ohio,33819
WestVirginia,Pendleton,5779
WestVirginia,Pleasants,5987
WestVirginia,Pocahontas,6932
WestVirginia,Preston,27282
WestVirginia,Putnam,43946
WestVirginia,Raleigh,59056
WestVirginia,Randolph,23162
WestVirginia,Ritchie,7777
WestVirginia,Roane,10857
WestVirginia,Summers,10621
WestVirginia,Taylor,13458
WestVirginia,Tucker,5860
WestVirginia,Tyler,7026
WestVirginia,Upshur,19532
WestVirginia,Wayne,31750
WestVirginia,Webster,6631
WestVirginia,Wetzel,12188
WestVirginia,Wirt,4559
WestVirginia,Wood,66646
WestVirginia,Wyoming,16580
Wisconsin,Adams,17246
Wisconsin,Ashland,12107
Wisconsin,Barron,35390
Wisconsin,Bayfield,12478
Wisconsin,Brown,200180
Wisconsin,Buffalo,10419
Wisconsin,Burnett,12665
Wisconsin,Calumet,38119
Wisconsin,Chippewa,49985
Wisconsin,Clark,24423
Wisconsin,Columbia,45104
Wisconsin,Crawford,12948
Wisconsin,Dane,431982
Wisconsin,Dodge,70191
Wisconsin,Door,23111
Wisconsin,Douglas,34910
Wisconsin,Dunn,36215
Wisconsin,Eau Claire,83024
Wisconsin,Florence,3646
Wisconsin,Fond du Lac,80705
Wisconsin,Forest,7219
Wisconsin,Grant,40870
Wisconsin,Green,28644
Wisconsin,Green Lake,14633
Wisconsin,Iowa,18274
Wisconsin,Iron,4845
Wisconsin,Jackson,16068
Wisconsin,Jefferson,66951
Wisconsin,Juneau,21260
Wisconsin,Kenosha,130398
Wisconsin,Kewaunee,16074
Wisconsin,La Crosse,94801
Wisconsin,Lafayette,12641
Wisconsin,Langlade,15450
Wisconsin,Lincoln,22600
Wisconsin,Manitowoc,62697
Wisconsin,Marathon,104498
Wisconsin,Marinette,32690
Wisconsin,Marquette,12394
Wisconsin,Menominee,3079
Wisconsin,Milwaukee,721518
Wisconsin,Monroe,34494
Wisconsin,Oconto,30254
Wisconsin,Oneida,29330
Wisconsin,Outagamie,142878
Wisconsin,Ozaukee,70145
Wisconsin,Pepin,5754
Wisconsin,Pierce,33583
Wisconsin,Polk,34457
Wisconsin,Portage,57212
Wisconsin,Price,11079
Wisconsin,Racine,150501
Wisconsin,Richland,13655
Wisconsin,Rock,124855
Wisconsin,Rusk,11199
Wisconsin,St. Croix,67431
Wisconsin,Sauk,49544
Wisconsin,Sawyer,13384
Wisconsin,Shawano,32054
Wisconsin,Sheboygan,89661
Wisconsin,Taylor,15550
Wisconsin,Trempealeau,22138
Wisconsin,Vernon,22752
Wisconsin,Vilas,18296
Wisconsin,Walworth,81949
Wisconsin,Washburn,12772
Wisconsin,Washington,105807
Wisconsin,Waukesha,316103
Wisconsin,Waupaca,40571
Wisconsin,Waushara,19816
Wisconsin,Winnebago,135844
Wisconsin,Wood,57134
Wyoming,Albany,32489
Wyoming,Big Horn,8800
Wyoming,Campbell,34104
Wyoming,Carbon,11590
Wyoming,Converse,10400
Wyoming,Crook,5666
Wyoming,Fremont,29723
Wyoming,Goshen,10591
Wyoming,Hot Springs,3666
Wyoming,Johnson,6831
Wyoming,Laramie,76448
Wyoming,Lincoln,14350
Wyoming,Natrona,60809
Wyoming,Niobrara,1868
Wyoming,Park,23274
Wyoming,Platte,7034
Wyoming,Sheridan,23933
Wyoming,Sublette,7597
Wyoming,Sweetwater,32049
Wyoming,Teton,19164
Wyoming,Uinta,14516
Wyoming,Washakie,6045
Wyoming,Weston,5601
PuertoRico,Adjuntas Municipio,14117
PuertoRico,Aguada Municipio,30760
PuertoRico,Aguadilla Municipio,41837
PuertoRico,Aguas Buenas Municipio,20526
PuertoRico,Aibonito Municipio,18364
PuertoRico,Añasco Municipio,21842
PuertoRico,Arecibo Municipio,68451
PuertoRico,Arroyo Municipio,13837
PuertoRico,Barceloneta Municipio,19242
PuertoRico,Barranquitas Municipio,21921
PuertoRico,Bayamón Municipio,143145
PuertoRico,Cabo Rojo Municipio,39480
PuertoRico,Caguas Municipio,103131
PuertoRico,Camuy Municipio,25426
PuertoRico,Canóvanas Municipio,36035
PuertoRico,Carolina Municipio,123441
PuertoRico,Cataño Municipio,19042
PuertoRico,Cayey Municipio,35318
PuertoRico,Ceiba Municipio,9200
PuertoRico,Ciales Municipio,13037
PuertoRico,Cidra Municipio,31359
PuertoRico,Coamo Municipio,31113
PuertoRico,Comerío Municipio,15211
PuertoRico,Corozal Municipio,26209
PuertoRico,Culebra Municipio,1090
PuertoRico,Dorado Municipio,28829
PuertoRico,Fajardo Municipio,24426
PuertoRico,Florida Municipio,9221
PuertoRico,Guánica Municipio,12745
PuertoRico,Guayama Municipio,32346
PuertoRico,Guayanilla Municipio,14456
PuertoRico,Guaynabo Municipio,71553
PuertoRico,Gurabo Municipio,37703
PuertoRico,Hatillo Municipio,32441
PuertoRico,Hormigueros Municipio,13158
PuertoRico,Humacao Municipio,42129
PuertoRico,Isabela Municipio,33639
PuertoRico,Jayuya Municipio,11204
PuertoRico,Juana Díaz Municipio,35880
PuertoRico,Juncos Municipio,30521
PuertoRico,Lajas Municipio,18493
PuertoRico,Lares Municipio,20333
PuertoRico,Las Marías Municipio,6503
PuertoRico,Las Piedras Municipio,29973
PuertoRico,Loíza Municipio,20107
PuertoRico,Luquillo Municipio,14575
PuertoRico,Manatí Municipio,30712
PuertoRico,Maricao Municipio,4849
PuertoRico,Maunabo Municipio,8621
PuertoRico,Mayagüez Municipio,60816
PuertoRico,Moca Municipio,28510
PuertoRico,Morovis Municipio,24442
PuertoRico,Naguabo Municipio,20364
PuertoRico,Naranjito Municipio,22319
PuertoRico,Orocovis Municipio,16388
PuertoRico,Patillas Municipio,13605
PuertoRico,Peñuelas Municipio,15416
PuertoRico,Ponce Municipio,109299
PuertoRico,Quebradillas Municipio,18839
PuertoRico,Rincón Municipio,11559
PuertoRico,Río Grande Municipio,39857
PuertoRico,Sabana Grande Municipio,17955
PuertoRico,Salinas Municipio,21833
PuertoRico,San Germán Municipio,25154
PuertoRico,San Juan Municipio,269583
PuertoRico,San Lorenzo Municipio,29854
PuertoRico,San Sebastián Municipio,29538
PuertoRico,Santa Isabel Municipio,16930
PuertoRico,Toa Alta Municipio,57970
PuertoRico,Toa Baja Municipio,61594
PuertoRico,Trujillo Alto Municipio,52690
PuertoRico,Utuado Municipio,22737
PuertoRico,Vega Alta Municipio,29050
PuertoRico,Vega Baja Municipio,41383
PuertoRico,Vieques Municipio,6884
PuertoRico,Villalba Municipio,17344
PuertoRico,Yabucoa Municipio,26803
PuertoRico,Yauco Municipio,28215
Alaska,Chugach Census Area,5108
Alaska,Copper River Census Area,2089